Crop,State,District,Yield,Area,CSensitivity,Total_Harvest_Area,Cost,Calorie,MSP,Harvest Price,Profit_MSP,Profit_HP,Procurement,Profit
rice,7,Gulbarga,1.827921919,0.7661,-17.44507035,32.4023,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Gulbarga,1.091148857,3.3361,-5.258535337,32.4023,1226,334,2450,3443.336622,1224,2217.336622,0,2217.336622
fng,7,Hassan,1.453316058,45.0821,NA,78.3045,1659,320,2897,1856.325195,1238,197.3251946,0,197.3251946
mze,7,Hassan,3.38213395,28.8743,-8.732758538,78.3045,772,334,1700,1410.428949,928,638.428949,0,638.428949
prl,7,Hassan,NA,0,NA,78.3045,781,348,1950,1383.131242,1169,602.1312421,0,602.1312421
rice,7,Hassan,2.162582048,2.5685,-19.51137924,78.3045,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Hassan,1.194403618,1.7796,-6.263148162,78.3045,1226,334,2450,1360.644228,1224,134.6442284,0,134.6442284
fng,7,Kodagu,1.388632445,0.1794,NA,21.5022,1659,320,2897,1693.032156,1238,34.03215609,0,34.03215609
mze,7,Kodagu,4.209026964,1.781,-2.74000001,21.5022,772,334,1700,1222.190898,928,450.1908976,0,450.1908976
prl,7,Kodagu,NA,0,NA,21.5022,781,348,1950,1383.131242,1169,602.1312421,0,602.1312421
rice,7,Kodagu,2.499769097,19.5418,-6.509743587,21.5022,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Kodagu,NA,0,-3,21.5022,1226,334,2450,1429.253633,1224,203.2536328,0,203.2536328
fng,7,Kolar,1.595847076,53.2372,-3.660000086,70.1235,1659,320,2897,1797.576003,1238,138.5760032,0,138.5760032
mze,7,Kolar,2.521448979,15.3164,-11.48363636,70.1235,772,334,1700,1487.962195,928,715.9621946,0,715.9621946
prl,7,Kolar,0.730769231,0.0189,-3.660000086,70.1235,781,348,1950,1393.914817,1169,612.9148169,0,612.9148169
rice,7,Kolar,1.98275831,1.551,-25.55933329,70.1235,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Kolar,NA,0,NA,70.1235,1226,334,2450,1429.253633,1224,203.2536328,0,203.2536328
fng,7,Mandya,1.700369705,30.7464,-8.989999771,33.0471,1659,320,2897,2027.635469,1238,368.6354694,0,368.6354694
mze,7,Mandya,2.040509772,2.1998,-10.21950008,33.0471,772,334,1700,1571.185067,928,799.1850669,0,799.1850669
prl,7,Mandya,NA,0,-8.989999771,33.0471,781,348,1950,1383.131242,1169,602.1312421,0,602.1312421
rice,7,Mandya,2.740651375,0.0741,-25.51149988,33.0471,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Mandya,1.255602241,0.0268,-11.46620692,33.0471,1226,334,2450,2376.972761,1224,1150.972761,0,1150.972761
fng,7,Mysore,1.608991241,46.2181,NA,97.8184,1659,320,2897,1662.912494,1238,3.912493647,0,3.912493647
mze,7,Mysore,2.75443053,32.1074,-6.616451663,97.8184,772,334,1700,1205.11031,928,433.1103098,0,433.1103098
prl,7,Mysore,0.713472238,0.1432,NA,97.8184,781,348,1950,1383.131242,1169,602.1312421,0,602.1312421
rice,7,Mysore,2.539243507,0.1837,-14.47806452,97.8184,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Mysore,0.894352962,19.166,-9.696799984,97.8184,1226,334,2450,1402.040831,1224,176.0408308,0,176.0408308
fng,7,Raichur,NA,0,-3.809812526,84.8818,1659,320,2897,1439.33741,1238,-219.6625903,0,-219.6625903
mze,7,Raichur,2.063101913,10.6,-5.020210555,84.8818,772,334,1700,1401.759019,928,629.7590186,0,629.7590186
prl,7,Raichur,0.721576855,67.0717,-3.809812526,84.8818,781,348,1950,1256.493879,1169,475.4938794,0,475.4938794
rice,7,Raichur,2.573299612,1.3797,-21.94977775,84.8818,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Raichur,0.935142601,5.8304,-7.289006229,84.8818,1226,334,2450,2862.362305,1224,1636.362305,0,1636.362305
fng,7,Shimoga,1.406556116,0.9725,-5.464999914,56.9282,1659,320,2897,2063.413756,1238,404.413756,0,404.413756
mze,7,Shimoga,3.296768318,33.3024,-3.10466667,56.9282,772,334,1700,1295.103058,928,523.1030578,0,523.1030578
prl,7,Shimoga,NA,0,-5.464999914,56.9282,781,348,1950,1137.327649,1169,356.3276489,0,356.3276489
rice,7,Shimoga,2.237987805,22.4357,-11.23846151,56.9282,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Shimoga,1.828993719,0.2176,-3.399672133,56.9282,1226,334,2450,1736.51089,1224,510.5108902,0,510.5108902
fng,7,Tumkur,1.343925558,98.2066,-8.508225818,108.3662,1659,320,2897,1809.790746,1238,150.7907461,0,150.7907461
mze,7,Tumkur,2.025543767,8.4755,-12.54128199,108.3662,772,334,1700,1363.366658,928,591.3666575,0,591.3666575
prl,7,Tumkur,0.673290268,0.0873,-8.508225818,108.3662,781,348,1950,1383.131242,1169,602.1312421,0,602.1312421
rice,7,Tumkur,2.26518836,0.3098,-29.85647884,108.3662,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Tumkur,0.881908319,1.287,-13.04536004,108.3662,1226,334,2450,1459.387605,1224,233.3876055,0,233.3876055
fng,7,Uttar Kannand,1.325075115,0.0086,NA,44.9673,1659,320,2897,1567.785004,1238,-91.21499611,0,-91.21499611
mze,7,Uttar Kannand,3.073344152,1.9424,-4.356388893,44.9673,772,334,1700,1241.121744,928,469.1217438,0,469.1217438
prl,7,Uttar Kannand,NA,0,NA,44.9673,781,348,1950,1383.131242,1169,602.1312421,0,602.1312421
rice,7,Uttar Kannand,1.86794663,42.9837,-10.35812494,44.9673,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Uttar Kannand,1.362753036,0.0326,-2.75,44.9673,1226,334,2450,1429.253633,1224,203.2536328,0,203.2536328
fng,8,Alappuzha,1,1.00E-04,NA,0.752,973,320,2897,1567.785004,1924,594.7850039,0,594.7850039
mze,8,Alappuzha,NA,0,NA,0.752,704,334,1700,1241.121744,996,537.1217438,1,996
prl,8,Alappuzha,NA,0,NA,0.752,695,348,1950,1383.131242,1255,688.1312421,1,1255
rice,8,Alappuzha,2.269550069,0.7519,NA,0.752,1029,356,1750,2345.923521,721,1316.923521,1,721
srgk,8,Alappuzha,NA,0,NA,0.752,945,334,2450,1767.399704,1505,822.3997035,0,822.3997035
fng,8,Ernakulam,0.8,5.00E-04,NA,1.0148,973,320,2897,2029.846405,1924,1056.846405,0,1056.846405
mze,8,Ernakulam,NA,0,NA,1.0148,704,334,1700,1389.079775,996,685.0797754,1,996
prl,8,Ernakulam,NA,0,NA,1.0148,695,348,1950,1455.979082,1255,760.9790816,1,1255
rice,8,Ernakulam,1.72314911,1.0141,NA,1.0148,1029,356,1750,2345.923521,721,1316.923521,1,721
srgk,8,Ernakulam,0.5,2.00E-04,NA,1.0148,945,334,2450,1767.399704,1505,822.3997035,0,822.3997035
fng,8,Kannur,NA,0,NA,4.0458,973,320,2897,2029.846405,1924,1056.846405,0,1056.846405
mze,8,Kannur,NA,0,-2.539999962,4.0458,704,334,1700,1389.079775,996,685.0797754,1,996
prl,8,Kannur,NA,0,NA,4.0458,695,348,1950,1455.979082,1255,760.9790816,1,1255
rice,8,Kannur,1.970205442,4.044,NA,4.0458,1029,356,1750,2345.923521,721,1316.923521,1,721
srgk,8,Kannur,0.415584416,0.0018,-3.74000001,4.0458,945,334,2450,1767.399704,1505,822.3997035,0,822.3997035
fng,8,Kollam,NA,0,NA,1.4999,973,320,2897,2029.846405,1924,1056.846405,0,1056.846405
mze,8,Kollam,NA,0,NA,1.4999,704,334,1700,1389.079775,996,685.0797754,1,996
prl,8,Kollam,NA,0,NA,1.4999,695,348,1950,1455.979082,1255,760.9790816,1,1255
rice,8,Kollam,2.146887264,1.4999,-13.97749972,1.4999,1029,356,1750,2345.923521,721,1316.923521,1,721
srgk,8,Kollam,NA,0,NA,1.4999,945,334,2450,1767.399704,1505,822.3997035,0,822.3997035
fng,8,Kottayam,0.9,6.00E-04,NA,0.4749,973,320,2897,2029.846405,1924,1056.846405,0,1056.846405
mze,8,Kottayam,NA,0,NA,0.4749,704,334,1700,1389.079775,996,685.0797754,1,996
prl,8,Kottayam,NA,0,NA,0.4749,695,348,1950,1455.979082,1255,760.9790816,1,1255
rice,8,Kottayam,2.275475266,0.4723,-7.210000038,0.4749,1029,356,1750,2345.923521,721,1316.923521,1,721
srgk,8,Kottayam,0.851851852,0.002,-7.51666673,0.4749,945,334,2450,1767.399704,1505,822.3997035,0,822.3997035
fng,8,Kozhikode,1,2.00E-04,NA,2.2712,973,320,2897,2029.846405,1924,1056.846405,0,1056.846405
mze,8,Kozhikode,NA,0,NA,2.2712,704,334,1700,1389.079775,996,685.0797754,1,996
prl,8,Kozhikode,NA,0,NA,2.2712,695,348,1950,1455.979082,1255,760.9790816,1,1255
rice,8,Kozhikode,1.934156487,2.2694,-17.49555593,2.2712,1029,356,1750,2345.923521,721,1316.923521,1,721
srgk,8,Kozhikode,0.75,0.0016,NA,2.2712,945,334,2450,1767.399704,1505,822.3997035,0,822.3997035
fng,8,Malappuram,1,2.00E-04,NA,2.4362,973,320,2897,2029.846405,1924,1056.846405,0,1056.846405
mze,8,Malappuram,NA,0,NA,2.4362,704,334,1700,1389.079775,996,685.0797754,1,996
prl,8,Malappuram,NA,0,NA,2.4362,695,348,1950,1455.979082,1255,760.9790816,1,1255
rice,8,Malappuram,2.025025096,2.4359,NA,2.4362,1029,356,1750,2345.923521,721,1316.923521,1,721
srgk,8,Malappuram,1,1.00E-04,NA,2.4362,945,334,2450,1767.399704,1505,822.3997035,0,822.3997035
fng,8,Palakkad,0.848749106,0.2164,NA,27.7145,973,320,2897,2029.846405,1924,1056.846405,0,1056.846405
mze,8,Palakkad,3.857142857,0.007,-6.977499962,27.7145,704,334,1700,1389.079775,996,685.0797754,1,996
prl,8,Palakkad,NA,0,NA,27.7145,695,348,1950,1455.979082,1255,760.9790816,1,1255
rice,8,Palakkad,2.285235725,26.2754,-7.703333378,27.7145,1029,356,1750,2345.923521,721,1316.923521,1,721
srgk,8,Palakkad,0.555599783,1.2157,-6.486046469,27.7145,945,334,2450,1767.399704,1505,822.3997035,0,822.3997035
fng,8,Thiruvananthapuram,1,1.00E-04,NA,0.1309,973,320,2897,2029.846405,1924,1056.846405,0,1056.846405
mze,8,Thiruvananthapuram,NA,0,NA,0.1309,704,334,1700,1389.079775,996,685.0797754,1,996
prl,8,Thiruvananthapuram,NA,0,NA,0.1309,695,348,1950,1455.979082,1255,760.9790816,1,1255
rice,8,Thiruvananthapuram,2.10009966,0.1307,-14.55999947,0.1309,1029,356,1750,2345.923521,721,1316.923521,1,721
srgk,8,Thiruvananthapuram,1,1.00E-04,NA,0.1309,945,334,2450,1767.399704,1505,822.3997035,0,822.3997035
fng,8,Thrissur,NA,0,NA,2.4348,973,320,2897,2029.846405,1924,1056.846405,0,1056.846405
mze,8,Thrissur,NA,0,NA,2.4348,704,334,1700,1389.079775,996,685.0797754,1,996
prl,8,Thrissur,NA,0,NA,2.4348,695,348,1950,1455.979082,1255,760.9790816,1,1255
rice,8,Thrissur,2.199352663,2.4348,NA,2.4348,1029,356,1750,2345.923521,721,1316.923521,1,721
srgk,8,Thrissur,NA,0,NA,2.4348,945,334,2450,1767.399704,1505,822.3997035,0,822.3997035
fng,9,Balaghat,0.335416667,0.2668,-4.043932591,72.9154,973,320,2897,2427.298508,1924,1454.298508,0,1454.298508
mze,9,Balaghat,1.282769291,2.7158,-3.966129021,72.9154,745,334,1700,1094.67444,955,349.6744399,0,349.6744399
prl,9,Balaghat,0.727272727,0.0011,-4.043932591,72.9154,695,348,1950,1197.750752,1255,502.7507522,1,1255
rice,9,Balaghat,1.054408492,69.8972,-7.498723421,72.9154,705,356,1750,1894.274222,1045,1189.274222,1,1045
srgk,9,Balaghat,1.55889121,0.0345,-4.219135814,72.9154,1041,334,2450,1650.270897,1409,609.2708966,1,1409
fng,9,Bastar,0.27306742,2.817,-5.270930218,318.486,973,320,2897,2551.570359,1924,1578.570359,0,1578.570359
mze,9,Bastar,1.623513594,14.316,-5.985623358,318.486,745,334,1700,1076.827505,955,331.8275054,0,331.8275054
prl,9,Bastar,NA,0,-5.270930218,318.486,695,348,1950,1197.750752,1255,502.7507522,1,1255
rice,9,Bastar,1.366875949,300.901,-9.399535606,318.486,705,356,1750,2370.681809,1045,1665.681809,1,1045
srgk,9,Bastar,0.597345133,0.452,-6.547011507,318.486,1041,334,2450,2163.769232,1409,1122.769232,1,1409
fng,9,Betul,0.681818182,0.25,-4.849999905,71.8995,973,320,2897,1985.752547,1924,1012.752547,0,1012.752547
mze,9,Betul,1.363116155,27.89,-16.07525424,71.8995,745,334,1700,1239.131037,955,494.1310374,0,494.1310374
prl,9,Betul,NA,0,-4.849999905,71.8995,695,348,1950,1197.750752,1255,502.7507522,1,1255
rice,9,Betul,1.05387948,24.9172,-21.40447626,71.8995,705,356,1750,2339.079049,1045,1634.079049,1,1045
srgk,9,Betul,0.985379491,18.8423,-17.23864413,71.8995,1041,334,2450,1742.22763,1409,701.2276296,1,1409
fng,9,Bhind,NA,0,-9.858771889,14.8607,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,Bhind,NA,0,-11.31999969,14.8607,745,334,1700,1185.773585,955,440.7735849,0,440.7735849
prl,9,Bhind,1.086190854,11.5389,-9.858771889,14.8607,695,348,1950,1155.947915,1255,460.947915,1,1255
rice,9,Bhind,0.951813105,0.002,-13.75146338,14.8607,705,356,1750,2526.250049,1045,1821.250049,1,1045
srgk,9,Bhind,1.149201265,3.3198,-10.75178573,14.8607,1041,334,2450,1581.153196,1409,540.1531963,1,1409
fng,9,Bilaspur1,NA,0,-5.646585364,179.025,973,320,2897,4264.609343,1924,3291.609343,0,3291.609343
mze,9,Bilaspur1,1.32781686,5.06,-6.115495498,179.025,745,334,1700,1973.393419,955,1228.393419,0,1228.393419
prl,9,Bilaspur1,0.464285715,0.009,-5.646585364,179.025,695,348,1950,2357.647212,1255,1662.647212,1,1255
rice,9,Bilaspur1,1.441652587,173.87,-8.801271703,179.025,705,356,1750,2058.724846,1045,1353.724846,1,1045
srgk,9,Bilaspur1,0.802325581,0.086,-6.711232884,179.025,1041,334,2450,3044.376033,1409,2003.376033,1,1409
fng,9,Chhatarpur,0.2625,0.33,-3.880624999,13.3414,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,Chhatarpur,0.561470592,0.4611,-6.11205358,13.3414,745,334,1700,1185.773585,955,440.7735849,0,440.7735849
prl,9,Chhatarpur,0.461511299,0.0936,-3.880624999,13.3414,695,348,1950,1197.750752,1255,502.7507522,1,1255
rice,9,Chhatarpur,0.500839301,6.2165,-13.60131582,13.3414,705,356,1750,2945.426573,1045,2240.426573,1,1045
srgk,9,Chhatarpur,0.859115324,6.2402,-4.253771939,13.3414,1041,334,2450,1710.282169,1409,669.2821686,1,1409
fng,9,Chhindwara,0.448067227,0.81,-5.632348985,82.778,973,320,2897,3731.559305,1924,2758.559305,0,2758.559305
mze,9,Chhindwara,2.71363107,55.1922,-5.900273966,82.778,745,334,1700,1214.738211,955,469.738211,0,469.738211
prl,9,Chhindwara,0.866666667,0.0105,-5.632348985,82.778,695,348,1950,1298.402292,1255,603.4022921,1,1255
rice,9,Chhindwara,1.071163077,11.7657,-12.00977444,82.778,705,356,1750,2600.644355,1045,1895.644355,1,1045
srgk,9,Chhindwara,1.281237823,14.9996,-6.215684959,82.778,1041,334,2450,1733.537935,1409,692.5379347,1,1409
fng,9,Damoh,NA,0,-4.131098915,33.3881,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,Damoh,1.614592521,1.2019,-4.974175833,33.3881,745,334,1700,1364.06396,955,619.0639601,0,619.0639601
prl,9,Damoh,1.080882353,0.0168,-4.131098915,33.3881,695,348,1950,1197.750752,1255,502.7507522,1,1255
rice,9,Damoh,0.692802925,30.7342,-10.52230768,33.3881,705,356,1750,2315.169519,1045,1610.169519,1,1045
srgk,9,Damoh,1.430242618,1.4352,-4.457252759,33.3881,1041,334,2450,1724.627655,1409,683.6276546,1,1409
fng,9,Datia,NA,0,-5.815277828,2.4588,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,Datia,0.92170665,0.9608,-7.201714216,2.4588,745,334,1700,881.7643942,955,136.7643942,0,136.7643942
prl,9,Datia,1.265933222,0.4012,-5.815277828,2.4588,695,348,1950,1119.082326,1255,424.0823265,1,1255
rice,9,Datia,0.785717576,0.0695,-11.27499999,2.4588,705,356,1750,2187.379094,1045,1482.379094,1,1045
srgk,9,Datia,0.980039113,1.0273,-6.213611126,2.4588,1041,334,2450,1368.640566,1409,327.640566,1,1409
fng,9,Dewas,NA,0,NA,11.1084,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,Dewas,1.287383512,6.4518,-14.47593019,11.1084,745,334,1700,1127.555059,955,382.5550593,0,382.5550593
prl,9,Dewas,1,0.0136,NA,11.1084,695,348,1950,1197.750752,1255,502.7507522,1,1255
rice,9,Dewas,0.744796849,0.2136,NA,11.1084,705,356,1750,2975.952281,1045,2270.952281,1,1045
srgk,9,Dewas,1.374344992,4.4294,-12.25604661,11.1084,1041,334,2450,1310.634584,1409,269.634584,1,1409
fng,9,Dhar,NA,0,-12.82900991,42.6097,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,Dhar,1.122040468,34.6804,-16.16297031,42.6097,745,334,1700,1420.743221,955,675.7432209,0,675.7432209
prl,9,Dhar,0.463208972,2.0266,-12.82900991,42.6097,695,348,1950,1634.048127,1255,939.0481267,1,1255
rice,9,Dhar,0.585646004,0.8657,-24.81380009,42.6097,705,356,1750,2924.044711,1045,2219.044711,1,1045
srgk,9,Dhar,1.071447431,5.037,-14.15564363,42.6097,1041,334,2450,1279.271164,1409,238.2711638,1,1409
fng,9,Durg,0.282946337,0.068,-4.988230769,233.093,973,320,2897,3438.019308,1924,2465.019308,0,2465.019308
mze,9,Durg,1.092072305,1.784,-4.731434113,233.093,745,334,1700,1185.773585,955,440.7735849,0,440.7735849
prl,9,Durg,1,0.001,-4.988230769,233.093,695,348,1950,1197.750752,1255,502.7507522,1,1255
rice,9,Durg,1.151011688,231.22,-8.02562499,233.093,705,356,1750,2376.952816,1045,1671.952816,1,1045
srgk,9,Durg,0.714285714,0.02,-5.560121458,233.093,1041,334,2450,1600.958696,1409,559.9586956,1,1409
fng,9,East Nimar,0.416666667,0.1,-9.918387065,26.3345,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,East Nimar,1.606866366,5.9333,-12.75008065,26.3345,745,334,1700,1326.806345,955,581.8063451,0,581.8063451
prl,9,East Nimar,0.655579399,0.1966,-9.918387065,26.3345,695,348,1950,1386.221337,1255,691.2213374,1,1255
rice,9,East Nimar,0.977927342,6.4422,-21.60443482,26.3345,705,356,1750,2734.621823,1045,2029.621823,1,1045
srgk,9,East Nimar,1.173485742,13.6624,-10.57161294,26.3345,1041,334,2450,1626.351064,1409,585.3510642,1,1409
fng,9,Guna,NA,0,-4.596962041,22.4903,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,Guna,1.265785611,14.6393,-7.81128571,22.4903,745,334,1700,1438.850591,955,693.8505906,0,693.8505906
prl,9,Guna,1.275914634,0.0664,-4.596962041,22.4903,695,348,1950,1197.750752,1255,502.7507522,1,1255
rice,9,Guna,0.748984629,0.6959,-16.41752142,22.4903,705,356,1750,2889.850741,1045,2184.850741,1,1045
srgk,9,Guna,0.878860678,7.0887,-4.539071412,22.4903,1041,334,2450,1927.053459,1409,886.0534588,1,1409
fng,9,Gwalior,NA,0,-10.3318965,5.8517,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,Gwalior,1.25544094,0.1124,-12.18800002,5.8517,745,334,1700,1332.068999,955,587.0689993,0,587.0689993
prl,9,Gwalior,1.967384097,3.5315,-10.3318965,5.8517,695,348,1950,1205.685644,1255,510.6856444,1,1255
rice,9,Gwalior,2.1090528,0.412,-15.10607843,5.8517,705,356,1750,2423.733264,1045,1718.733264,1,1045
srgk,9,Gwalior,1.93981847,1.7958,-11.29431042,5.8517,1041,334,2450,1621.957579,1409,580.9575788,1,1409
fng,9,Hoshangabad,0.7,0.08,-6.508313236,5.64,973,320,2897,3294.828889,1924,2321.828889,0,2321.828889
mze,9,Hoshangabad,1.288910075,1.3777,-8.816547564,5.64,745,334,1700,1306.803574,955,561.8035741,0,561.8035741
prl,9,Hoshangabad,1.039215686,0.0251,-6.508313236,5.64,695,348,1950,1197.750752,1255,502.7507522,1,1255
rice,9,Hoshangabad,1.36516463,3.4743,-17.51888903,5.64,705,356,1750,2253.712191,1045,1548.712191,1,1045
srgk,9,Hoshangabad,1.378006869,0.6829,-7.449047617,5.64,1041,334,2450,2195.401257,1409,1154.401257,1,1409
fng,9,Indore,NA,0,-27.61000061,5.09,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,Indore,1.166144674,4.9649,-27.12999916,5.09,745,334,1700,1210.851709,955,465.8517089,0,465.8517089
prl,9,Indore,NA,0,-27.61000061,5.09,695,348,1950,1197.750752,1255,502.7507522,1,1255
rice,9,Indore,0.545454545,0.0022,NA,5.09,705,356,1750,3054.152728,1045,2349.152728,1,1045
srgk,9,Indore,1.375,0.1229,-30.28000069,5.09,1041,334,2450,1842.372247,1409,801.3722475,1,1409
fng,9,Jabalpur,0.350490196,0.1517,-4.260925907,92.2618,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,Jabalpur,0.984904444,4.6489,-3.690364966,92.2618,745,334,1700,1314.892651,955,569.8926506,0,569.8926506
prl,9,Jabalpur,1.333333333,6.00E-04,-4.260925907,92.2618,695,348,1950,1197.750752,1255,502.7507522,1,1255
rice,9,Jabalpur,0.725881692,85.1267,-7.008676455,92.2618,705,356,1750,2466.831444,1045,1761.831444,1,1045
srgk,9,Jabalpur,1.046107617,2.3339,-4.421824803,92.2618,1041,334,2450,2032.399059,1409,991.3990592,1,1409
fng,9,Jhabua,0.246477733,1.09,-13.36199993,85.5371,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,Jhabua,0.945917575,58.2793,-17.01470594,85.5371,745,334,1700,1268.77529,955,523.7752903,0,523.7752903
prl,9,Jhabua,0.60494542,6.7033,-13.36199993,85.5371,695,348,1950,1639.10665,1255,944.1066503,1,1255
rice,9,Jhabua,0.491487352,12.879,-24.09819277,85.5371,705,356,1750,2107.732786,1045,1402.732786,1,1045
srgk,9,Jhabua,0.996594187,6.5855,-14.92729411,85.5371,1041,334,2450,1399.271113,1409,358.2711126,1,1409
fng,9,Khargone,0.227561328,0.35,-11.27030121,81.5075,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,Khargone,1.099536265,32.0892,-14.4160241,81.5075,745,334,1700,1481.16891,955,736.1689101,0,736.1689101
prl,9,Khargone,0.438014905,3.8599,-11.27030121,81.5075,695,348,1950,1758.175611,1255,1063.175611,1,1255
rice,9,Khargone,0.553216931,3.0066,-22.69923567,81.5075,705,356,1750,2362.540899,1045,1657.540899,1,1045
srgk,9,Khargone,1.283132409,42.2018,-12.01921688,81.5075,1041,334,2450,1778.468047,1409,737.4680466,1,1409
fng,9,Mandla,0.286666667,0.24,NA,134.2379,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,Mandla,0.956976662,23.0054,-3.764322572,134.2379,745,334,1700,1152.985936,955,407.9859363,0,407.9859363
prl,9,Mandla,NA,0,NA,134.2379,695,348,1950,1197.750752,1255,502.7507522,1,1255
rice,9,Mandla,0.670143381,110.9195,-6.414901961,134.2379,705,356,1750,2209.109892,1045,1504.109892,1,1045
srgk,9,Mandla,0.958695652,0.073,-4.289533334,134.2379,1041,334,2450,1650.270897,1409,609.2708966,1,1409
fng,9,Mandsaur,NA,0,-7.296048395,43.0931,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,Mandsaur,1.364584324,39.5548,-12.13008196,43.0931,745,334,1700,1304.606244,955,559.606244,0,559.606244
prl,9,Mandsaur,0.966101695,0.0159,-7.296048395,43.0931,695,348,1950,1495.414137,1255,800.4141369,1,1255
rice,9,Mandsaur,0.483870968,0.0031,-20.83565223,43.0931,705,356,1750,2339.487189,1045,1634.487189,1,1045
srgk,9,Mandsaur,0.714472114,3.5193,-8.763032792,43.0931,1041,334,2450,1889.554623,1409,848.5546229,1,1409
fng,9,Morena,NA,0,-12.66925171,42.0729,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,Morena,0.870789204,0.5258,-13.47222227,42.0729,745,334,1700,1185.773585,955,440.7735849,0,440.7735849
prl,9,Morena,1.751251217,40.23,-12.66925171,42.0729,695,348,1950,1260.474766,1255,565.474766,1,1255
rice,9,Morena,2.045340638,0.1624,-17.12311117,42.0729,705,356,1750,3206.864936,1045,2501.864936,1,1045
srgk,9,Morena,1.192213289,1.1547,-14.03885709,42.0729,1041,334,2450,1339.340372,1409,298.3403719,1,1409
fng,9,Narsinghpur,0.722222222,0.06,-4.165079378,8.1502,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,Narsinghpur,1.482734205,0.3512,-5.085245867,8.1502,745,334,1700,1185.773585,955,440.7735849,0,440.7735849
prl,9,Narsinghpur,1.25,0.0102,-4.165079378,8.1502,695,348,1950,1197.750752,1255,502.7507522,1,1255
rice,9,Narsinghpur,1.086637515,6.4995,-10.65021736,8.1502,705,356,1750,3215.2475,1045,2510.2475,1,1045
srgk,9,Narsinghpur,1.993514938,1.2293,-4.620317455,8.1502,1041,334,2450,2211.186508,1409,1170.186508,1,1409
fng,9,Panna,0.363636364,0.11,-4.219021753,34.9434,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,Panna,0.659119616,1.6059,-6.406521735,34.9434,745,334,1700,1563.954314,955,818.9543141,0,818.9543141
prl,9,Panna,0.9,0.0135,-4.219021753,34.9434,695,348,1950,1197.750752,1255,502.7507522,1,1255
rice,9,Panna,0.611559274,31.2997,-10.68378791,34.9434,705,356,1750,2192.043582,1045,1487.043582,1,1045
srgk,9,Panna,1.072427005,1.9143,-4.48989133,34.9434,1041,334,2450,1186.071539,1409,145.0715388,1,1409
fng,9,Raigarh1,0.251244995,0.243,-4.342083342,189.079,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
mze,9,Raigarh1,1.537951061,3.466,-4.835426815,189.079,745,334,1700,1252.733822,955,507.7338218,0,507.7338218
prl,9,Raigarh1,0.465714286,0.024,-4.342083342,189.079,695,348,1950,1282.888635,1255,587.8886353,1,1255
rice,9,Raigarh1,1.169453047,185.333,-7.653287659,189.079,705,356,1750,2721.771307,1045,2016.771307,1,1045
srgk,9,Raigarh1,0.923076923,0.013,-5.311939411,189.079,1041,334,2450,2215.190948,1409,1174.190948,1,1409
fng,9,Raipur,0.237747414,0.338,-4.255620459,210.417,973,320,2897,1861.173448,1924,888.1734483,0,888.1734483
mze,9,Raipur,1.198704951,0.794,-4.685877876,210.417,745,334,1700,1756.576819,955,1011.576819,0,1011.576819
prl,9,Raipur,1,0.001,-4.255620459,210.417,695,348,1950,1496.18736,1255,801.1873602,1,1255
rice,9,Raipur,1.324437119,209.245,-7.962821809,210.417,705,356,1750,2381.265139,1045,1676.265139,1,1045
srgk,9,Raipur,0.760869565,0.039,-5.269330702,210.417,1041,334,2450,1600.958696,1409,559.9586956,1,1409
fng,9,Raisen,NA,0,-11.18000019,6.9336,973,320,2897,2238.641631,1924,1265.641631,0,1265.641631
